Date;Product_Category;Extraction_Time
01.04.2020 13:58;Milk;0
01.04.2020 12:49;Ristretto;10.03
01.04.2020 12:37;Coffee;0
01.04.2020 12:36;Milk Coffee (Time Optimized);15.92
01.04.2020 12:36;Espresso;13.56
01.04.2020 12:34;Espresso;14.36
01.04.2020 12:32;Espresso;17.22
01.04.2020 12:14;Espresso;17.27
01.04.2020 12:13;Cappuccino (Time Optimized);15.52
01.04.2020 12:12;Espresso;22.83
01.04.2020 12:12;Cappuccino (Time Optimized);14.44
01.04.2020 12:11;Espresso;23.55
01.04.2020 12:10;Espresso;0
01.04.2020 12:09;Espresso;22.55
01.04.2020 12:07;Espresso;17.62
01.04.2020 10:56;Ristretto;8.97
01.04.2020 10:55;Milk Coffee (Time Optimized);11.45
01.04.2020 09:22;Espresso;11.87
01.04.2020 09:19;Milk Coffee (Time Optimized);15.1
01.04.2020 09:18;Espresso;21.94
01.04.2020 09:16;Ristretto;9.39
01.04.2020 09:16;Espresso;16.38
01.04.2020 09:15;Espresso;23.46
01.04.2020 09:11;Espresso;25
01.04.2020 09:10;Espresso;20.93
01.04.2020 09:04;Espresso;20.03
01.04.2020 09:03;Coffee;20.22
01.04.2020 09:01;Cappuccino (Time Optimized);14.03
01.04.2020 09:01;Coffee;17.64
01.04.2020 08:47;Coffee;20.86
01.04.2020 08:40;Cappuccino (Time Optimized);12.61
01.04.2020 08:36;Cappuccino (Time Optimized);11.62
01.04.2020 08:36;Coffee;19.65
01.04.2020 08:34;Coffee;24.75
01.04.2020 08:30;Ristretto;8.73
01.04.2020 08:00;Espresso;16.67
01.04.2020 07:56;Espresso;10.78
01.04.2020 07:52;Coffee;21.18
01.04.2020 07:42;Cappuccino (Time Optimized);11.3
01.04.2020 06:53;Coffee;23.61
01.04.2020 06:51;Tea;0
01.04.2020 06:50;Tea;0
01.04.2020 06:50;Espresso;19.7
01.04.2020 06:34;Coffee;17.51
01.04.2020 06:33;Coffee;0
01.04.2020 06:27;Espresso;19.27
01.04.2020 05:45;Espresso;13.62
01.04.2020 05:43;Milk Coffee (Time Optimized);0
01.04.2020 05:42;Milk Coffee (Time Optimized);11.14
01.04.2020 05:42;Coffee;23.47
31.03.2020 16:13;Ristretto;7.58
31.03.2020 16:13;Ristretto;7.75
31.03.2020 15:43;_Cleaning;0
31.03.2020 14:48;Tea;0
31.03.2020 14:48;Tea;0
31.03.2020 14:48;Espresso;15.74
31.03.2020 14:47;Ristretto;10.05
31.03.2020 14:47;Espresso;19.35
31.03.2020 14:35;Coffee;0
31.03.2020 14:17;Ristretto;9.83
31.03.2020 12:52;Ristretto;10.08
31.03.2020 12:52;Ristretto;6.35
31.03.2020 12:47;Espresso;14.83
31.03.2020 12:39;Coffee;0
31.03.2020 12:36;Espresso;15.11
31.03.2020 12:21;Cappuccino (Time Optimized);11.35
31.03.2020 12:20;Cappuccino (Time Optimized);13.91
31.03.2020 12:14;Espresso;13.47
31.03.2020 12:12;Tea;0
31.03.2020 12:11;Tea;0
31.03.2020 12:11;Milk Coffee (Time Optimized);16.52
31.03.2020 12:10;Espresso;12.42
31.03.2020 12:07;Espresso;16.24
31.03.2020 11:21;Cappuccino (Time Optimized);11.08
31.03.2020 10:36;Ristretto;9.17
31.03.2020 10:33;White Americano (Water First);19.87
31.03.2020 09:32;Tea;0
31.03.2020 09:32;Tea;0
31.03.2020 09:24;Cappuccino (Time Optimized);12.79
31.03.2020 09:11;Espresso;13.27
31.03.2020 09:04;Milk Coffee (Time Optimized);11.98
31.03.2020 09:03;Coffee;19.48
31.03.2020 09:02;Coffee;20.22
31.03.2020 09:01;Espresso;23.24
31.03.2020 09:00;Cappuccino (Time Optimized);10.27
31.03.2020 08:55;Milk Coffee (Time Optimized);8.99
31.03.2020 08:47;Coffee;0
31.03.2020 08:46;Espresso;20.11
31.03.2020 08:45;Coffee;25.53
31.03.2020 08:45;Cappuccino (Time Optimized);15.53
31.03.2020 08:44;Cappuccino (Time Optimized);13.62
31.03.2020 08:43;Espresso;17.38
31.03.2020 08:19;Cappuccino (Time Optimized);11.95
31.03.2020 08:08;Milk Coffee (Time Optimized);12.27
31.03.2020 07:58;Tea;0
31.03.2020 07:57;Tea;0
31.03.2020 07:41;Espresso;10.99
31.03.2020 07:31;Coffee;18.25
31.03.2020 07:25;Cappuccino (Time Optimized);11.96
31.03.2020 07:24;Tea;0
31.03.2020 07:24;Tea;0
31.03.2020 07:24;Tea;0
31.03.2020 07:24;Tea;0
31.03.2020 07:23;Tea;0
31.03.2020 07:15;Espresso;18.68
31.03.2020 07:14;Milk Coffee (Time Optimized);13.27
31.03.2020 07:09;Espresso;20.24
31.03.2020 07:05;Espresso;0
31.03.2020 06:54;Espresso;22.05
31.03.2020 06:50;Tea;0
31.03.2020 06:49;Tea;0
31.03.2020 06:41;Cappuccino (Time Optimized);15.52
31.03.2020 06:40;Cappuccino (Time Optimized);15.16
31.03.2020 06:36;Milk Foam;0
31.03.2020 06:36;Milk;0
31.03.2020 06:35;Milk;0
31.03.2020 06:34;Tea;0
31.03.2020 06:34;Tea;0
31.03.2020 06:34;Tea;0
31.03.2020 06:34;Tea;0
31.03.2020 06:33;Coffee;29.11
30.03.2020 16:06;Cappuccino (Time Optimized);11.74
30.03.2020 15:42;_Cleaning;0
30.03.2020 15:04;Espresso;13.98
30.03.2020 14:53;Espresso;13.76
30.03.2020 14:50;Espresso Macchiato;11.5
30.03.2020 14:49;Cappuccino (Time Optimized);13.6
30.03.2020 14:06;Cappuccino (Time Optimized);11.01
30.03.2020 14:00;Espresso Macchiato;11.33
30.03.2020 12:44;Espresso;17.96
30.03.2020 12:37;Espresso;17.97
30.03.2020 12:35;Espresso;15.2
30.03.2020 12:27;Espresso;12.69
30.03.2020 12:22;Espresso;12.65
30.03.2020 12:16;Espresso;21.07
30.03.2020 12:14;Espresso;22.46
30.03.2020 12:14;Cappuccino (Time Optimized);15.23
30.03.2020 12:13;Cappuccino (Time Optimized);13.43
30.03.2020 12:12;Espresso;22.72
30.03.2020 12:11;Cappuccino (Time Optimized);13.39
30.03.2020 12:09;Espresso;17.46
30.03.2020 12:09;Cappuccino (Time Optimized);15.52
30.03.2020 12:08;Espresso;23.47
30.03.2020 12:06;Espresso;15.86
30.03.2020 12:05;Coffee;19.42
30.03.2020 11:16;Cappuccino (Time Optimized);11.39
30.03.2020 11:13;Coffee;0
30.03.2020 10:33;Espresso;16
30.03.2020 10:04;Cappuccino (Time Optimized);10.07
30.03.2020 09:42;Cappuccino (Time Optimized);11.52
30.03.2020 09:18;Milk;0
30.03.2020 09:17;Milk Coffee (Time Optimized);12.28
30.03.2020 09:16;Espresso;14.6
30.03.2020 09:15;Cappuccino (Time Optimized);13.54
30.03.2020 09:14;Coffee;21.4
30.03.2020 09:14;Latte Macchiato;9.75
30.03.2020 09:13;Cappuccino (Time Optimized);12.57
30.03.2020 09:12;Coffee;0
30.03.2020 09:11;Tea;0
30.03.2020 09:11;Tea;0
30.03.2020 09:07;Espresso;20.29
30.03.2020 09:06;Espresso;18.45
30.03.2020 09:05;Coffee;26.84
30.03.2020 09:04;Espresso;21.91
30.03.2020 09:04;Coffee;23.18
30.03.2020 09:02;Espresso;21.03
30.03.2020 09:01;Coffee;22.06
30.03.2020 09:00;Espresso;19.07
30.03.2020 08:53;Coffee;0
30.03.2020 08:49;Coffee;17.08
30.03.2020 08:46;Milk Coffee (Time Optimized);9.44
30.03.2020 08:39;Milk Coffee (Time Optimized);16.52
30.03.2020 07:54;Cappuccino (Time Optimized);13.4
30.03.2020 07:53;Espresso;14.92
30.03.2020 07:43;Cappuccino (Time Optimized);13.92
30.03.2020 07:40;Cappuccino (Time Optimized);14.36
30.03.2020 07:39;Tea;0
30.03.2020 07:39;Tea;0
30.03.2020 07:38;Tea;0
30.03.2020 07:38;Tea;0
30.03.2020 07:38;Tea;0
30.03.2020 07:29;Coffee;16.7
30.03.2020 07:20;Milk Coffee (Time Optimized);12.71
30.03.2020 07:20;Milk Coffee (Time Optimized);11.95
30.03.2020 07:09;Espresso;14.97
30.03.2020 06:59;Espresso;23.74
30.03.2020 06:54;Coffee;23.09
30.03.2020 06:50;Tea;0
30.03.2020 06:50;Tea;0
30.03.2020 06:50;Espresso;17.1
30.03.2020 06:42;Milk Coffee (Time Optimized);12.43
30.03.2020 06:41;Milk Coffee (Time Optimized);10.79
30.03.2020 06:33;Milk Coffee (Time Optimized);16.21
30.03.2020 06:22;Espresso;19.3
30.03.2020 06:15;Cappuccino (Time Optimized);13.73
30.03.2020 06:14;Espresso;16.09
30.03.2020 06:13;Espresso;8.57
30.03.2020 06:03;Coffee;0
27.03.2020 15:43;_Cleaning;0
27.03.2020 15:08;Coffee;17.17
27.03.2020 15:07;Milk Coffee (Time Optimized);0
27.03.2020 14:58;Espresso;16.07
27.03.2020 14:54;Espresso Macchiato;10.14
27.03.2020 14:50;Espresso;20.77
27.03.2020 14:49;Ristretto;11.18
27.03.2020 12:42;Espresso;13.15
27.03.2020 12:40;Espresso;19.93
27.03.2020 12:39;Espresso;13.79
27.03.2020 12:38;Milk Coffee (Time Optimized);0
27.03.2020 12:36;Espresso;15.43
27.03.2020 12:18;Cappuccino (Time Optimized);9.56
27.03.2020 12:08;Espresso;21.8
27.03.2020 12:07;Espresso Macchiato;11.82
27.03.2020 12:07;Espresso;17.6
27.03.2020 12:06;Espresso;15.93
27.03.2020 12:01;Espresso;15.31
27.03.2020 11:49;Milk Foam;0
27.03.2020 11:46;Latte Macchiato;10.06
27.03.2020 11:19;Espresso;15.58
27.03.2020 11:15;Espresso;17.03
27.03.2020 11:04;Cappuccino (Time Optimized);14.76
27.03.2020 10:37;Ristretto;8.85
27.03.2020 09:55;White Americano;13.53
27.03.2020 09:39;Cappuccino (Time Optimized);12.26
27.03.2020 09:24;Ristretto;8.22
27.03.2020 09:22;Coffee;17.7
27.03.2020 09:18;Milk Coffee (Time Optimized);0
27.03.2020 09:16;Milk Foam;0
27.03.2020 09:16;Milk;0
27.03.2020 09:15;Milk;0
27.03.2020 09:15;Espresso;15.43
27.03.2020 09:06;Espresso;16.31
27.03.2020 09:05;Espresso;0
27.03.2020 09:04;Espresso;24.28
27.03.2020 09:04;Espresso;19.5
27.03.2020 09:02;Coffee;19.94
27.03.2020 08:46;Cappuccino (Time Optimized);12.17
27.03.2020 08:45;Coffee;16.69
27.03.2020 08:44;Coffee;20.97
27.03.2020 07:59;Espresso;13.32
27.03.2020 07:50;Espresso;17
27.03.2020 07:25;Milk Coffee (Time Optimized);0
27.03.2020 07:20;Coffee;18.74
27.03.2020 07:19;Coffee;17.93
27.03.2020 07:02;Espresso;14.76
27.03.2020 06:59;Coffee;16.23
27.03.2020 06:53;Tea;0
27.03.2020 06:52;Tea;0
27.03.2020 06:30;Milk Coffee (Time Optimized);10.72
27.03.2020 06:27;Coffee;18.52
27.03.2020 06:20;Milk Coffee (Time Optimized);0
27.03.2020 06:20;Milk Coffee (Time Optimized);0
27.03.2020 06:19;Espresso;23.33
27.03.2020 06:08;Coffee;22.43
27.03.2020 05:48;Espresso;14.38
26.03.2020 17:30;Tea;0
26.03.2020 17:30;Espresso;17.94
26.03.2020 15:58;Espresso;21.84
26.03.2020 15:57;Cappuccino (Time Optimized);10.86
26.03.2020 15:42;_Cleaning;0
26.03.2020 15:07;Espresso;16.2
26.03.2020 15:06;Milk Coffee (Time Optimized);0
26.03.2020 15:01;Latte Macchiato;10.9
26.03.2020 15:00;Cappuccino (Time Optimized);10.66
26.03.2020 14:51;Espresso;13.61
26.03.2020 14:50;Cappuccino (Time Optimized);10.79
26.03.2020 14:38;Coffee;21.05
26.03.2020 14:37;Espresso;13.43
26.03.2020 14:25;Ristretto;8.21
26.03.2020 14:25;Espresso;0
26.03.2020 14:22;Espresso;15.65
26.03.2020 13:59;Coffee;0
26.03.2020 13:54;Tea;0
26.03.2020 13:54;Tea;0
26.03.2020 12:51;Espresso;13.29
26.03.2020 12:43;Ristretto;6.93
26.03.2020 12:40;Espresso Macchiato;9.59
26.03.2020 12:37;Milk Coffee (Time Optimized);0
26.03.2020 12:36;Espresso;22.58
26.03.2020 12:35;Espresso;13.43
26.03.2020 12:33;Espresso;20.74
26.03.2020 12:15;Espresso;22.82
26.03.2020 12:14;Coffee;21.68
26.03.2020 12:13;Coffee;27.37
26.03.2020 12:12;Espresso;12.28
26.03.2020 12:08;Ristretto;8.51
26.03.2020 12:04;Espresso;19.08
26.03.2020 11:57;Latte Macchiato;9.87
26.03.2020 11:37;Ristretto;8.12
26.03.2020 11:24;Espresso;19.06
26.03.2020 11:23;Espresso;0
26.03.2020 11:03;Tea;0
26.03.2020 11:03;Tea;0
26.03.2020 10:12;Ristretto;9.89
26.03.2020 09:59;Espresso;11.52
26.03.2020 09:52;Coffee;28.96
26.03.2020 09:25;Cappuccino (Time Optimized);11.76
26.03.2020 09:19;White Americano;13.2
26.03.2020 09:15;Cappuccino (Time Optimized);11.87
26.03.2020 09:10;Ristretto;9.41
26.03.2020 09:08;Espresso;19.91
26.03.2020 09:07;Espresso;21.92
26.03.2020 09:05;Espresso;21.54
26.03.2020 09:03;Cappuccino (Time Optimized);14.85
26.03.2020 09:02;Espresso;21.78
26.03.2020 09:02;Espresso;19.72
26.03.2020 09:01;Cappuccino (Time Optimized);12.99
26.03.2020 08:59;Espresso;12.76
26.03.2020 08:57;Coffee;17.22
26.03.2020 08:47;Espresso;14.93
26.03.2020 08:46;Coffee;0
26.03.2020 08:46;Milk Coffee (Time Optimized);12.27
26.03.2020 08:45;Coffee;25.22
26.03.2020 08:44;Espresso;23.12
26.03.2020 08:44;Coffee;19.28
26.03.2020 08:43;Coffee;23.23
26.03.2020 08:42;Cappuccino (Time Optimized);11.08
26.03.2020 08:38;Tea;0
26.03.2020 08:35;Espresso;21.78
26.03.2020 07:35;Cappuccino (Time Optimized);10.51
26.03.2020 07:27;Cappuccino (Time Optimized);11.51
26.03.2020 07:17;Cappuccino (Time Optimized);10.84
26.03.2020 07:17;Coffee;21.03
26.03.2020 07:13;Espresso Macchiato;11.67
26.03.2020 07:00;Espresso;16.22
26.03.2020 06:58;Cappuccino (Time Optimized);12.05
26.03.2020 06:57;Coffee;21.02
26.03.2020 06:49;Tea;0
26.03.2020 06:49;Tea;0
26.03.2020 06:49;Espresso;17.29
26.03.2020 06:35;Espresso;0
26.03.2020 06:31;Milk Coffee (Time Optimized);11.55
26.03.2020 06:31;Milk Coffee (Time Optimized);13.47
26.03.2020 06:25;Espresso;18.43
26.03.2020 06:19;Coffee;28.14
26.03.2020 05:49;Espresso;11.28
25.03.2020 16:52;Espresso;12.63
25.03.2020 16:17;Espresso;16.88
25.03.2020 15:41;Espresso;16.05
25.03.2020 15:24;_Cleaning;0
25.03.2020 14:51;Ristretto;8.95
25.03.2020 14:50;Tea;0
25.03.2020 14:50;Tea;0
25.03.2020 14:49;Cappuccino (Time Optimized);11.66
25.03.2020 14:47;Ristretto;6.97
25.03.2020 14:38;Coffee;17.56
25.03.2020 13:56;Milk;0
25.03.2020 13:55;Milk Coffee (Time Optimized);13.78
25.03.2020 13:34;Espresso;15.76
25.03.2020 13:18;Ristretto;8.35
25.03.2020 13:16;Ristretto;8.55
25.03.2020 12:48;Tea;0
25.03.2020 12:42;Espresso;21.06
25.03.2020 12:40;Coffee;0
25.03.2020 12:39;Coffee;19.48
25.03.2020 12:38;Milk Coffee (Time Optimized);0
25.03.2020 12:33;Milk Coffee (Time Optimized);15.58
25.03.2020 12:22;Cappuccino (Time Optimized);9.82
25.03.2020 12:18;Cappuccino (Time Optimized);13.63
25.03.2020 12:17;Espresso;19.71
25.03.2020 12:16;Cappuccino (Time Optimized);11.86
25.03.2020 12:14;Espresso;13.56
25.03.2020 12:11;Espresso;18.97
25.03.2020 12:09;Espresso;16.73
25.03.2020 12:08;Espresso;19.05
25.03.2020 11:12;Ristretto;8.83
25.03.2020 11:12;Ristretto;10.71
25.03.2020 11:01;Espresso;14.79
25.03.2020 10:55;Cappuccino (Time Optimized);14.99
25.03.2020 10:50;Espresso;15.11
25.03.2020 10:47;Espresso;15.53
25.03.2020 10:46;Tea;0
25.03.2020 10:46;Tea;0
25.03.2020 10:37;Milk;0
25.03.2020 10:35;Milk Coffee (Time Optimized);11.64
25.03.2020 10:33;Tea;0
25.03.2020 10:32;Tea;0
25.03.2020 10:16;Ristretto;8.73
25.03.2020 09:42;Coffee;21.7
25.03.2020 09:42;Espresso;0
25.03.2020 09:17;Cappuccino (Time Optimized);15.52
25.03.2020 09:16;Espresso;20.13
25.03.2020 09:14;Espresso;20.32
25.03.2020 09:08;Coffee;0
25.03.2020 09:07;Tea;0
25.03.2020 09:07;Espresso;18.35
25.03.2020 09:06;Espresso;22.19
25.03.2020 09:04;Cappuccino (Time Optimized);13.21
25.03.2020 09:04;Coffee;16.56
25.03.2020 09:03;Coffee;15.12
25.03.2020 08:55;Coffee;16.89
25.03.2020 08:53;Milk Foam;0
25.03.2020 08:53;Coffee;21.08
25.03.2020 08:50;Espresso;15.8
25.03.2020 08:49;Milk Coffee (Time Optimized);10.39
25.03.2020 08:47;Milk Coffee (Time Optimized);12.66
25.03.2020 08:46;Coffee;18.47
25.03.2020 08:45;Coffee;20.98
25.03.2020 08:41;Ristretto;9.46
25.03.2020 08:40;Espresso;22.37
25.03.2020 08:39;Milk Foam;0
25.03.2020 08:38;Coffee;23.16
25.03.2020 07:50;Espresso;16.15
25.03.2020 07:35;Espresso;16.48
25.03.2020 07:32;Tea;0
25.03.2020 07:32;Tea;0
25.03.2020 07:32;Tea;0
25.03.2020 07:31;Tea;0
25.03.2020 07:31;Tea;0
25.03.2020 07:18;Cappuccino (Time Optimized);13.95
25.03.2020 07:17;Coffee;18.57
25.03.2020 07:13;Coffee;18.51
25.03.2020 07:01;Coffee;28.94
25.03.2020 07:00;Espresso;16.45
25.03.2020 06:59;Espresso;19.37
25.03.2020 06:58;Tea;0
25.03.2020 06:58;Espresso;15.26
25.03.2020 06:50;Espresso;0
25.03.2020 06:47;Tea;0
25.03.2020 06:47;Tea;0
25.03.2020 06:34;Milk Coffee (Time Optimized);11.96
25.03.2020 06:11;Milk Foam;0
25.03.2020 06:10;Milk Foam;0
25.03.2020 06:10;Milk;0
25.03.2020 06:10;Coffee;18.67
25.03.2020 06:09;Milk Coffee (Time Optimized);0
25.03.2020 06:08;Tea;0
25.03.2020 05:50;Espresso;13.07
24.03.2020 16:52;Cappuccino (Time Optimized);12.09
24.03.2020 15:53;Espresso;13.97
24.03.2020 15:42;_Cleaning;0
24.03.2020 14:53;Espresso Macchiato;10.58
24.03.2020 14:49;Espresso;20.23
24.03.2020 14:47;Espresso;15.01
24.03.2020 14:02;Espresso;11.24
24.03.2020 13:57;Tea;0
24.03.2020 13:57;Espresso;18.06
24.03.2020 13:43;Ristretto;7.52
24.03.2020 12:44;Espresso;19.24
24.03.2020 12:38;Espresso;23.32
24.03.2020 12:36;Espresso Macchiato;10.81
24.03.2020 12:35;Espresso;19.8
24.03.2020 12:32;Espresso;11.97
24.03.2020 12:23;Espresso;18.92
24.03.2020 12:22;Espresso;15.38
24.03.2020 12:18;Espresso;20.33
24.03.2020 12:17;Coffee;32.01
24.03.2020 12:16;Espresso;22.59
24.03.2020 12:13;Espresso;16.31
24.03.2020 12:11;Espresso;18.03
24.03.2020 12:11;Espresso;18.23
24.03.2020 12:10;Espresso Macchiato;9.42
24.03.2020 12:07;Espresso;15.24
24.03.2020 11:18;Espresso;17.51
24.03.2020 11:03;Milk Foam;0
24.03.2020 10:39;Cappuccino (Time Optimized);14.16
24.03.2020 10:23;Ristretto;10.93
24.03.2020 10:22;Milk Coffee (Time Optimized);15.53
24.03.2020 10:20;Espresso;17
24.03.2020 09:57;Espresso;19.31
24.03.2020 09:35;Espresso;17.91
24.03.2020 09:26;Coffee;19.42
24.03.2020 09:25;Milk Coffee (Time Optimized);12.07
24.03.2020 09:17;Espresso;13.73
24.03.2020 09:14;Espresso;14.48
24.03.2020 09:13;Ristretto;7.68
24.03.2020 09:11;Ristretto;9.13
24.03.2020 09:10;Coffee;23.41
24.03.2020 09:08;Cappuccino (Time Optimized);13.04
24.03.2020 09:07;Cappuccino (Time Optimized);13.58
24.03.2020 09:05;Cappuccino (Time Optimized);12.83
24.03.2020 09:04;Espresso;21.26
24.03.2020 09:03;Coffee;21.59
24.03.2020 09:03;Espresso;23.2
24.03.2020 09:01;Coffee;22.39
24.03.2020 09:00;Espresso;18.05
24.03.2020 08:59;Coffee;16.93
24.03.2020 08:52;Coffee;21.52
24.03.2020 08:50;Cappuccino (Time Optimized);13.63
24.03.2020 08:19;White Americano (Water First);31.7
24.03.2020 08:06;Tea;0
24.03.2020 07:53;Espresso;14.37
24.03.2020 07:26;Espresso;13.89
24.03.2020 07:22;Coffee;27.31
24.03.2020 07:20;Tea;0
24.03.2020 07:20;Espresso;21.37
24.03.2020 07:17;Espresso Macchiato;10.27
24.03.2020 07:14;Cappuccino (Time Optimized);9.8
24.03.2020 07:05;Espresso;0
24.03.2020 06:59;Milk;0
24.03.2020 06:58;Espresso;22.49
24.03.2020 06:53;Espresso;23.43
24.03.2020 06:52;Espresso;16.86
24.03.2020 06:41;Cappuccino (Time Optimized);10.35
24.03.2020 06:38;Cappuccino (Time Optimized);11.85
24.03.2020 06:36;Tea;0
24.03.2020 06:36;Tea;0
24.03.2020 06:36;Tea;0
24.03.2020 06:36;Tea;0
24.03.2020 06:36;Tea;0
24.03.2020 06:18;Coffee;22.53
24.03.2020 06:17;Espresso;12.95
24.03.2020 06:00;Milk Coffee (Time Optimized);0
24.03.2020 06:00;Milk Coffee (Time Optimized);12.57
24.03.2020 05:59;Milk Coffee (Time Optimized);0
24.03.2020 05:58;Tea;0
24.03.2020 05:58;Tea;0
24.03.2020 05:48;Espresso;16.8
24.03.2020 05:48;Espresso;13.23
23.03.2020 16:21;Espresso Macchiato;9.78
23.03.2020 16:20;Tea;0
23.03.2020 16:20;Tea;0
23.03.2020 16:13;Milk;0
23.03.2020 16:12;Milk;0
23.03.2020 15:44;_Cleaning;0
23.03.2020 15:14;Espresso;15.79
23.03.2020 15:03;Espresso;20.46
23.03.2020 15:02;Coffee;22.28
23.03.2020 15:02;Coffee;23.8
23.03.2020 14:50;Espresso Macchiato;10.74
23.03.2020 14:49;Espresso;13.67
23.03.2020 14:46;Espresso;21.05
23.03.2020 14:33;Cappuccino (Time Optimized);11.73
23.03.2020 14:27;Ristretto;7.87
23.03.2020 14:19;Milk Coffee (Time Optimized);0
23.03.2020 14:19;Milk Coffee (Time Optimized);12.01
23.03.2020 14:06;Espresso;12.42
23.03.2020 13:07;Milk Foam;0
23.03.2020 13:07;Coffee;28.63
23.03.2020 12:43;Espresso Macchiato;13.58
23.03.2020 12:42;Espresso;17.02
23.03.2020 12:39;Espresso;23.61
23.03.2020 12:38;Espresso;22.78
